"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"spółdzielcze;2020;[ha]";"spółdzielcze;2021;[ha]";"spółdzielcze;2022;[ha]";"komunalne;2020;[ha]";"komunalne;2021;[ha]";"komunalne;2022;[ha]";"towarzystw budownictwa społecznego;2020;[ha]";"towarzystw budownictwa społecznego;2021;[ha]";"towarzystw budownictwa społecznego;2022;[ha]";"osób fizycznych;2020;[ha]";"osób fizycznych;2021;[ha]";"osób fizycznych;2022;[ha]";"spółek i innych;2020;[ha]";"spółek i innych;2021;[ha]";"spółek i innych;2022;[ha]";
1213034;"Chełmek - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1213035;"Chełmek - obszar wiejski (5)";2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;
1213062;"Oświęcim (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1213093;"Zator (3)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
1213094;"Zator - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1213095;"Zator - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
1216000;"Powiat tarnowski";2;2;6;0;0;1;2;2;5;0;0;0;1;0;1;0;0;0;1;1;3;0;1;2;
1216013;"Ciężkowice (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1216014;"Ciężkowice - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1216063;"Ryglice (3)";0;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;
1216064;"Ryglice - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
1216065;"Ryglice - obszar wiejski (5)";0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
1216082;"Skrzyszów (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1216092;"Tarnów (2)";1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;
1216112;"Wierzchosławice (2)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1216133;"Wojnicz (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1216134;"Wojnicz - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1216153;"Żabno (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
1216155;"Żabno - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
1218000;"Powiat wadowicki";1;3;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;
1218013;"Andrychów (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1218014;"Andrychów - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1218033;"Kalwaria Zebrzydowska (3)";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1218034;"Kalwaria Zebrzydowska - miasto (4)";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1218062;"Spytkowice (2)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
1218072;"Stryszów (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1219000;"Powiat wielicki";8;3;1;0;0;0;8;3;1;0;0;0;0;0;0;0;0;0;1;2;1;7;1;0;
1219012;"Biskupice (2)";6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;
1219022;"Gdów (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1219032;"Kłaj (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
1219043;"Niepołomice (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1219044;"Niepołomice - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1219053;"Wieliczka (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1219055;"Wieliczka - obszar wiejski (5)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1261000;"Powiat m. Kraków";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;
1261011;"Kraków (1)";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;
1262000;"Powiat m. Nowy Sącz";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
1262011;"Nowy Sącz (1)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
1263000;"Powiat m. Tarnów";1;6;1;0;3;0;1;3;1;0;0;0;0;0;0;0;2;0;1;1;0;0;4;0;
1263011;"Tarnów (1)";1;6;1;0;3;0;1;3;1;0;0;0;0;0;0;0;2;0;1;1;0;0;4;0;
1400000;"MAZOWIECKIE";53;37;33;5;6;8;48;31;25;1;0;0;1;3;1;1;2;0;43;26;22;8;6;10;
1402000;"Powiat ciechanowski";2;2;1;0;0;0;2;2;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;
1402011;"Ciechanów (1)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1402072;"Opinogóra Górna (2)";1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
1402082;"Regimin (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
1403000;"Powiat garwoliński";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1403122;"Trojanów (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1404000;"Powiat gostyniński";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
1404011;"Gostynin (1)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
1405000;"Powiat grodziski";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1405043;"Grodzisk Mazowiecki (3)";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1405045;"Grodzisk Mazowiecki - obszar wiejski (5)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1407000;"Powiat kozienicki";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1407053;"Kozienice (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1407054;"Kozienice - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1408000;"Powiat legionowski";3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;
1408043;"Serock (3)";3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;
1408045;"Serock - obszar wiejski (5)";3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;
1412000;"Powiat miński";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;
1412093;"Kałuszyn (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1412094;"Kałuszyn - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1412102;"Latowicz (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1412151;"Sulejówek (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1413000;"Powiat mławski";2;3;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;
1413011;"Mława (1)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
1413032;"Lipowiec Kościelny (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1413052;"Strzegowo (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1414000;"Powiat nowodworski";3;1;2;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;2;1;2;1;0;0;
1414011;"Nowy Dwór Mazowiecki (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1414052;"Pomiechówek (2)";2;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;
1416000;"Powiat ostrowski";11;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;
1416112;"Zaręby Kościelne (2)";11;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;
1417000;"Powiat otwocki";5;2;2;0;1;0;5;1;2;0;0;0;0;0;0;0;1;0;4;0;1;0;1;1;
1417011;"Józefów (1)";1;2;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;
1417021;"Otwock (1)";3;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;
1418000;"Powiat piaseczyński";2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;
1418013;"Góra Kalwaria (3)";2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;
1418014;"Góra Kalwaria - miasto (4)";1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
1418015;"Góra Kalwaria - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1419000;"Powiat płocki";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
1419063;"Gąbin (3)";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
1419065;"Gąbin - obszar wiejski (5)";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
1420000;"Powiat płoński";0;0;4;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;
1420011;"Płońsk (1)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1420021;"Raciąż (1)";0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;
1421000;"Powiat pruszkowski";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1421033;"Brwinów (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1421034;"Brwinów - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1423000;"Powiat przysuski";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1423082;"Wieniawa (2)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1424000;"Powiat pułtuski";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1424062;"Winnica (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1425000;"Powiat radomski";1;2;1;0;0;0;1;2;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;
1425011;"Pionki (1)";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
1425072;"Kowala (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1426000;"Powiat siedlecki";2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;
1426082;"Siedlce (2)";2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;
1426122;"Wodynie (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1427000;"Powiat sierpecki";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1427011;"Sierpc (1)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1427022;"Gozdowo (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1428000;"Powiat sochaczewski";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1428011;"Sochaczew (1)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1429000;"Powiat sokołowski";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
1429011;"Sokołów Podlaski (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
1430000;"Powiat szydłowiecki";2;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;
1430022;"Jastrząb (2)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1430042;"Orońsko (2)";2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;
1432000;"Powiat warszawski zachodni";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1432042;"Leszno (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1433000;"Powiat węgrowski";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1433053;"Łochów (3)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1433054;"Łochów - miasto (4)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1434000;"Powiat wołomiński";1;1;3;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;
1434123;"Wołomin (3)";0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
1434124;"Wołomin - miasto (4)";0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
1435000;"Powiat wyszkowski";1;0;2;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;
1435053;"Wyszków (3)";1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
1435054;"Wyszków - miasto (4)";1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
1437000;"Powiat żuromiński";1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1437033;"Lubowidz (3)";1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1437034;"Lubowidz - miasto (4)";1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1438000;"Powiat żyrardowski";2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;
1438011;"Żyrardów (1)";2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;
1462000;"Powiat m. Płock";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
1462011;"Płock (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
1464000;"Powiat m. Siedlce";2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;
1464011;"Siedlce (1)";2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;
1465000;"Powiat m. st. Warszawa";1;4;5;0;3;3;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1;0;2;3;
1465011;"M.st.Warszawa od 2002 (1)";1;4;5;0;3;3;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1;0;2;3;
1465028;"Bemowo - dzielnica (8)";0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
1465048;"Bielany - dzielnica (8)";0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1465058;"Mokotów - dzielnica (8)";0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
1465138;"Ursynów - dzielnica (8)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1465148;"Wawer - dzielnica (8)";0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
1465178;"Włochy - dzielnica (8)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
1600000;"OPOLSKIE";23;39;32;2;8;6;22;31;27;0;0;0;0;2;2;1;3;1;18;27;23;4;7;7;
1601000;"Powiat brzeski";2;3;2;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;1;2;1;1;1;0;
1601011;"Brzeg (1)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1601033;"Grodków (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;
1601034;"Grodków - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
1601035;"Grodków - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;
1601043;"Lewin Brzeski (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1601052;"Lubsza (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1602000;"Powiat głubczycki";2;3;3;0;1;1;2;2;2;0;0;0;0;1;0;0;0;1;2;2;2;0;0;0;
1602033;"Głubczyce (3)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1602034;"Głubczyce - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1602043;"Kietrz (3)";1;2;2;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;2;0;0;0;
1602044;"Kietrz - miasto (4)";1;2;2;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;
1602045;"Kietrz - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1603000;"Powiat kędzierzyńsko-kozielski";2;3;4;0;0;1;2;3;3;0;0;0;0;0;0;0;0;0;1;2;3;0;1;0;
1603011;"Kędzierzyn-Koźle (1)";1;3;2;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;
1603022;"Bierawa (2)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1603062;"Reńska Wieś (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1604000;"Powiat kluczborski";2;3;3;0;1;1;2;3;2;0;0;0;0;0;0;0;0;0;2;2;1;0;1;1;
1604013;"Byczyna (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1604014;"Byczyna - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1604023;"Kluczbork (3)";1;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;
1604024;"Kluczbork - miasto (4)";1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;
1604025;"Kluczbork - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1604043;"Wołczyn (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1604044;"Wołczyn - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1605000;"Powiat krapkowicki";1;2;3;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;
1605013;"Gogolin (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
1605014;"Gogolin - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
1605023;"Krapkowice (3)";0;1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;
1605024;"Krapkowice - miasto (4)";0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
1605032;"Strzeleczki (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1606000;"Powiat namysłowski";1;0;3;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;
1606023;"Namysłów (3)";1;0;3;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;
1606024;"Namysłów - miasto (4)";1;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;
1606025;"Namysłów - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1607000;"Powiat nyski";8;9;8;0;0;1;8;9;7;0;0;0;0;1;1;0;0;1;5;9;6;3;0;0;
1607013;"Głuchołazy (3)";4;1;2;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;
1607014;"Głuchołazy - miasto (4)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1607015;"Głuchołazy - obszar wiejski (5)";3;1;1;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0;
1607022;"Kamiennik (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1607033;"Korfantów (3)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1607035;"Korfantów - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1607042;"Łambinowice (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1607053;"Nysa (3)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
1607054;"Nysa - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1607055;"Nysa - obszar wiejski (5)";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
1607063;"Otmuchów (3)";1;1;2;0;0;1;1;1;2;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;
1607064;"Otmuchów - miasto (4)";1;1;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;
1607073;"Paczków (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1607082;"Pakosławice (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;
1607092;"Skoroszyce (2)";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
1609000;"Powiat opolski";2;4;1;0;0;0;2;4;1;0;0;0;0;0;0;0;0;0;2;3;1;0;1;0;
1609022;"Dąbrowa (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1609073;"Niemodlin (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1609074;"Niemodlin - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1609075;"Niemodlin - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1609092;"Popielów (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1610000;"Powiat prudnicki";1;3;2;0;0;1;1;3;1;0;0;0;0;0;1;0;0;0;1;2;0;0;0;1;
1610023;"Głogówek (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
1610024;"Głogówek - miasto (4)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
1610043;"Prudnik (3)";0;3;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;
1610044;"Prudnik - miasto (4)";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
1610045;"Prudnik - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1611000;"Powiat strzelecki";2;2;2;1;0;0;1;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
1611012;"Izbicko (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1611033;"Kolonowskie (3)";1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1611034;"Kolonowskie - miasto (4)";1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1611053;"Strzelce Opolskie (3)";1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1611054;"Strzelce Opolskie - miasto (4)";1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1611055;"Strzelce Opolskie - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
