"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem - uzbrojone;2020;[ha]";"ogółem - uzbrojone;2021;[ha]";"ogółem - uzbrojone;2022;[ha]";
2606044;"Opatów - miasto (4)";1,8;1,6;1,6;1,8;1,6;1,6;
2606045;"Opatów - obszar wiejski (5)";0,8;0,8;0,8;0,7;0,7;0,7;
2606053;"Ożarów (3)";0,9;0,5;0,3;0,9;0,5;0,3;
2606054;"Ożarów - miasto (4)";0,9;0,5;0,3;0,9;0,5;0,3;
2606072;"Tarłów (2)";4,8;4,8;4,8;4,8;4,8;4,8;
2606082;"Wojciechowice (2)";4,2;4,2;4,2;4,2;4,2;4,2;
2607000;"Powiat ostrowiecki";42,9;39,1;38,1;32,5;25,9;25,0;
2607011;"Ostrowiec Świętokrzyski (1)";29,7;25,9;24,9;22,5;15,9;15,0;
2607043;"Ćmielów (3)";4,2;4,2;4,2;4,2;4,2;4,2;
2607044;"Ćmielów - miasto (4)";3,7;3,7;3,7;3,7;3,7;3,7;
2607045;"Ćmielów - obszar wiejski (5)";0,5;0,5;0,5;0,5;0,5;0,5;
2607053;"Kunów (3)";9,0;9,0;9,0;5,8;5,8;5,8;
2607054;"Kunów - miasto (4)";4,5;4,5;4,5;2,9;2,9;2,9;
2607055;"Kunów - obszar wiejski (5)";4,5;4,5;4,5;2,9;2,9;2,9;
2608000;"Powiat pińczowski";7,8;7,2;11,8;2,4;1,8;6,0;
2608022;"Kije (2)";4,6;4,0;8,9;2,3;1,7;5,9;
2608043;"Pińczów (3)";3,1;3,1;2,8;0,0;0,0;0,0;
2608044;"Pińczów - miasto (4)";2,7;2,7;2,4;0,0;0,0;0,0;
2608045;"Pińczów - obszar wiejski (5)";0,4;0,4;0,4;0,0;0,0;0,0;
2608052;"Złota (2)";0,1;0,1;0,1;0,1;0,1;0,1;
2609000;"Powiat sandomierski";8,7;8,1;6,7;5,1;4,5;3,6;
2609011;"Sandomierz (1)";6,6;6,0;4,8;4,3;3,7;3,0;
2609022;"Dwikozy (2)";0,5;0,5;0,5;0,0;0,0;0,0;
2609033;"Klimontów (3)";0,7;0,7;0,7;0,0;0,0;0,0;
2609035;"Klimontów - obszar wiejski (5)";0,7;0,7;0,7;0,0;0,0;0,0;
2609072;"Samborzec (2)";0,1;0,1;0,1;0,0;0,0;0,0;
2609093;"Zawichost (3)";0,8;0,8;0,6;0,8;0,8;0,6;
2609094;"Zawichost - miasto (4)";0,8;0,8;0,6;0,8;0,8;0,6;
2610000;"Powiat skarżyski";9,7;9,7;9,5;7,7;7,6;7,6;
2610011;"Skarżysko-Kamienna (1)";4,1;4,2;4,0;3,1;3,1;3,1;
2610022;"Bliżyn (2)";0,8;0,7;0,7;0,8;0,7;0,7;
2610032;"Łączna (2)";1,0;1,0;1,0;0,0;0,0;0,0;
2610042;"Skarżysko Kościelne (2)";3,8;3,8;3,8;3,8;3,8;3,8;
2611000;"Powiat starachowicki";5,2;4,7;4,6;2,3;3,1;3,0;
2611011;"Starachowice (1)";2,1;1,8;1,9;0,2;0,2;0,3;
2611022;"Brody (2)";1,4;1,4;1,4;1,4;1,4;1,4;
2611032;"Mirzec (2)";0,1;0,1;0,1;0,1;0,1;0,1;
2611053;"Wąchock (3)";1,6;1,4;1,2;0,6;1,4;1,2;
2611054;"Wąchock - miasto (4)";0,5;0,4;0,3;0,5;0,4;0,3;
2611055;"Wąchock - obszar wiejski (5)";1,1;1,0;0,9;0,1;1,0;0,9;
2612000;"Powiat staszowski";19,5;19,2;21,2;9,6;9,6;9,9;
2612012;"Bogoria (2)";4,4;4,4;4,0;0,0;0,0;0,0;
2612053;"Połaniec (3)";1,0;0,9;0,8;0,0;0,0;0,0;
2612054;"Połaniec - miasto (4)";1,0;0,9;0,8;0,0;0,0;0,0;
2612062;"Rytwiany (2)";0,7;0,7;0,7;0,7;0,7;0,7;
2612073;"Staszów (3)";13,4;13,2;13,2;8,9;8,9;9,2;
2612074;"Staszów - miasto (4)";12,9;12,7;12,2;8,7;8,7;8,2;
2612075;"Staszów - obszar wiejski (5)";0,5;0,5;1,0;0,2;0,2;1,0;
2612083;"Szydłów (3)";0,0;0,0;2,5;0,0;0,0;0,0;
2612084;"Szydłów - miasto (4)";0,0;0,0;0,2;0,0;0,0;0,0;
2612085;"Szydłów - obszar wiejski (5)";0,0;0,0;2,3;0,0;0,0;0,0;
2613000;"Powiat włoszczowski";5,1;5,1;1,1;4,8;4,8;0,8;
2613042;"Radków (2)";4,0;4,0;0,0;4,0;4,0;0,0;
2613052;"Secemin (2)";1,1;1,1;1,1;0,8;0,8;0,8;
2661000;"Powiat m. Kielce";46,2;45,4;44,1;35,4;34,6;33,3;
2661011;"Kielce (1)";46,2;45,4;44,1;35,4;34,6;33,3;
2800000;"WARMIŃSKO-MAZURSKIE";1384,4;1339,1;1308,2;448,7;434,9;438,0;
2801000;"Powiat bartoszycki";71,7;69,5;68,0;15,6;13,7;13,7;
2801011;"Bartoszyce (1)";17,5;17,5;16,0;2,3;2,3;2,3;
2801021;"Górowo Iławeckie (1)";16,9;16,7;16,7;3,1;2,9;2,9;
2801032;"Bartoszyce (2)";0,6;0,0;0,0;0,6;0,0;0,0;
2801043;"Bisztynek (3)";5,7;5,4;5,4;0,0;0,0;0,0;
2801044;"Bisztynek - miasto (4)";4,4;4,1;4,1;0,0;0,0;0,0;
2801045;"Bisztynek - obszar wiejski (5)";1,3;1,3;1,3;0,0;0,0;0,0;
2801052;"Górowo Iławeckie (2)";19,0;17,9;17,9;7,0;5,9;5,9;
2801063;"Sępopol (3)";12,0;12,0;12,0;2,6;2,6;2,6;
2801064;"Sępopol - miasto (4)";9,5;9,5;9,5;0,1;0,1;0,1;
2801065;"Sępopol - obszar wiejski (5)";2,5;2,5;2,5;2,5;2,5;2,5;
2802000;"Powiat braniewski";81,0;77,9;77,2;30,4;30,8;30,8;
2802011;"Braniewo (1)";51,3;49,8;49,6;12,4;13,5;13,5;
2802022;"Braniewo (2)";3,8;3,5;3,5;1,8;1,5;1,5;
2802033;"Frombork (3)";16,9;16,0;15,5;13,7;13,7;13,7;
2802034;"Frombork - miasto (4)";15,5;14,6;14,1;12,3;12,3;12,3;
2802035;"Frombork - obszar wiejski (5)";1,4;1,4;1,4;1,4;1,4;1,4;
2802042;"Lelkowo (2)";1,7;1,7;1,7;1,7;1,7;1,7;
2802053;"Pieniężno (3)";0,8;0,4;0,4;0,8;0,4;0,4;
2802054;"Pieniężno - miasto (4)";0,8;0,4;0,4;0,8;0,4;0,4;
2802062;"Płoskinia (2)";6,5;6,5;6,5;0,0;0,0;0,0;
2803000;"Powiat działdowski";10,2;8,8;8,4;7,4;5,9;6,8;
2803011;"Działdowo (1)";2,4;2,4;2,4;2,4;2,4;2,4;
2803022;"Działdowo (2)";1,5;1,5;3,0;1,5;1,5;3,0;
2803032;"Iłowo-Osada (2)";1,0;1,0;0,8;1,0;1,0;0,8;
2803043;"Lidzbark (3)";4,0;3,0;1,6;1,2;0,1;0,0;
2803044;"Lidzbark - miasto (4)";1,2;0,1;0,0;1,2;0,1;0,0;
2803045;"Lidzbark - obszar wiejski (5)";2,8;2,9;1,6;0,0;0,0;0,0;
2803052;"Płośnica (2)";1,0;0,6;0,3;1,0;0,6;0,3;
2803062;"Rybno (2)";0,3;0,3;0,3;0,3;0,3;0,3;
2804000;"Powiat elbląski";55,4;53,1;51,4;18,2;16,1;20,2;
2804012;"Elbląg (2)";1,6;1,6;1,6;1,6;1,6;1,6;
2804022;"Godkowo (2)";4,5;4,4;4,4;3,5;3,4;3,4;
2804032;"Gronowo Elbląskie (2)";0,6;0,6;0,6;0,1;0,1;0,1;
2804042;"Markusy (2)";3,6;3,2;3,0;0,9;0,2;0,2;
2804052;"Milejewo (2)";7,0;6,8;6,8;0,0;0,0;0,0;
2804063;"Młynary (3)";15,7;15,4;15,2;1,8;1,5;1,5;
2804064;"Młynary - miasto (4)";15,7;15,4;15,2;1,8;1,5;1,5;
2804073;"Pasłęk (3)";22,0;21,1;19,8;9,9;9,3;13,4;
2804074;"Pasłęk - miasto (4)";21,9;20,1;19,4;9,8;8,3;13,0;
2804075;"Pasłęk - obszar wiejski (5)";0,1;1,0;0,4;0,1;1,0;0,4;
2804093;"Tolkmicko (3)";0,4;0,0;0,0;0,4;0,0;0,0;
2804094;"Tolkmicko - miasto (4)";0,4;0,0;0,0;0,4;0,0;0,0;
2805000;"Powiat ełcki";70,3;69,4;68,6;33,4;32,5;32,5;
2805011;"Ełk (1)";44,5;44,1;43,7;14,4;14,0;14,0;
2805022;"Ełk (2)";7,9;7,9;7,9;4,4;4,4;4,4;
2805032;"Kalinowo (2)";0,0;0,0;0,2;0,0;0,0;0,0;
2805042;"Prostki (2)";14,6;14,1;14,1;14,6;14,1;14,1;
2805052;"Stare Juchy (2)";3,3;3,3;2,7;0,0;0,0;0,0;
2806000;"Powiat giżycki";30,5;26,8;24,6;19,2;19,6;17,7;
2806011;"Giżycko (1)";15,0;13,3;13,1;7,5;7,3;7,3;
2806042;"Giżycko (2)";4,9;4,9;4,2;4,9;4,9;4,2;
2806052;"Kruklanki (2)";4,2;3,8;3,8;2,2;3,6;3,6;
2806062;"Miłki (2)";1,2;0,5;0,1;0,5;0,5;0,1;
2806083;"Ryn (3)";1,1;1,0;0,9;0,0;0,0;0,0;
2806084;"Ryn - miasto (4)";1,1;1,0;0,9;0,0;0,0;0,0;
2806102;"Wydminy (2)";4,1;3,3;2,5;4,1;3,3;2,5;
2807000;"Powiat iławski";36,2;34,8;34,0;21,1;19,7;18,9;
2807011;"Iława (1)";0,0;0,9;0,6;0,0;0,6;0,3;
2807021;"Lubawa (1)";2,6;1,9;1,9;2,6;1,9;1,9;
2807032;"Iława (2)";13,8;13,8;13,8;11,8;11,8;11,8;
2807043;"Kisielice (3)";4,8;4,8;4,7;4,8;4,8;4,7;
2807044;"Kisielice - miasto (4)";4,2;4,2;4,2;4,2;4,2;4,2;
2807045;"Kisielice - obszar wiejski (5)";0,6;0,6;0,5;0,6;0,6;0,5;
2807052;"Lubawa (2)";1,8;1,5;1,5;0,0;0,0;0,0;
2807063;"Susz (3)";10,1;9,4;9,0;1,3;0,6;0,2;
2807064;"Susz - miasto (4)";10,0;9,3;8,9;1,2;0,5;0,1;
2807065;"Susz - obszar wiejski (5)";0,1;0,1;0,1;0,1;0,1;0,1;
2807073;"Zalewo (3)";3,1;2,5;2,5;0,6;0,0;0,0;
2807074;"Zalewo - miasto (4)";3,1;2,5;2,5;0,6;0,0;0,0;
2808000;"Powiat kętrzyński";32,0;30,8;25,6;3,1;2,7;2,7;
2808011;"Kętrzyn (1)";13,5;12,8;11,1;0,9;0,5;0,5;
2808022;"Barciany (2)";3,3;3,3;2,5;0,0;0,0;0,0;
2808032;"Kętrzyn (2)";0,0;0,2;0,2;0,0;0,0;0,0;
2808043;"Korsze (3)";7,8;7,1;6,9;2,2;2,2;2,2;
2808044;"Korsze - miasto (4)";7,8;7,1;6,9;2,2;2,2;2,2;
2808053;"Reszel (3)";6,0;6,0;3,5;0,0;0,0;0,0;
2808054;"Reszel - miasto (4)";6,0;6,0;3,5;0,0;0,0;0,0;
2808062;"Srokowo (2)";1,4;1,4;1,4;0,0;0,0;0,0;
2809000;"Powiat lidzbarski";29,6;27,4;24,4;6,4;7,0;8,3;
2809011;"Lidzbark Warmiński (1)";22,2;20,6;17,0;1,9;1,3;3,0;
2809022;"Kiwity (2)";1,1;1,1;1,1;0,0;0,0;0,0;
2809032;"Lidzbark Warmiński (2)";0,0;0,0;1,0;0,0;0,0;0,0;
2809042;"Lubomino (2)";3,5;3,3;3,1;3,5;3,3;3,1;
2809053;"Orneta (3)";2,8;2,4;2,2;1,0;2,4;2,2;
2809054;"Orneta - miasto (4)";2,8;2,0;1,9;1,0;2,0;1,9;
2809055;"Orneta - obszar wiejski (5)";0,0;0,4;0,3;0,0;0,4;0,3;
2810000;"Powiat mrągowski";81,5;74,8;73,4;24,0;18,6;17,9;
2810011;"Mrągowo (1)";54,6;53,1;52,4;4,2;2,7;2,7;
2810023;"Mikołajki (3)";7,1;5,8;5,8;0,0;0,0;0,0;
2810024;"Mikołajki - miasto (4)";6,6;5,6;5,6;0,0;0,0;0,0;
2810025;"Mikołajki - obszar wiejski (5)";0,5;0,2;0,2;0,0;0,0;0,0;
2810032;"Mrągowo (2)";10,5;7,2;7,2;10,5;7,2;7,2;
2810052;"Sorkwity (2)";9,3;8,7;8,0;9,3;8,7;8,0;
2811000;"Powiat nidzicki";23,1;22,1;21,8;1,5;1,5;1,4;
2811012;"Janowiec Kościelny (2)";0,9;0,1;0,1;0,1;0,1;0,1;
2811022;"Janowo (2)";1,7;1,2;1,6;0,6;0,6;0,5;
2811043;"Nidzica (3)";20,5;20,8;20,1;0,8;0,8;0,8;
2811044;"Nidzica - miasto (4)";20,4;19,3;18,7;0,8;0,8;0,8;
2811045;"Nidzica - obszar wiejski (5)";0,1;1,5;1,4;0,0;0,0;0,0;
2812000;"Powiat nowomiejski";34,7;31,8;30,6;9,7;8,9;7,7;
2812011;"Nowe Miasto Lubawskie (1)";0,6;0,6;0,6;0,6;0,6;0,6;
2812022;"Biskupiec (2)";2,1;1,0;1,0;0,8;0,0;0,0;
2812032;"Grodziczno (2)";6,8;6,8;7,1;6,8;6,8;7,1;
2812042;"Kurzętnik (2)";2,7;2,1;1,5;1,5;1,5;0,0;
2812052;"Nowe Miasto Lubawskie (2)";22,5;21,3;20,4;0,0;0,0;0,0;
2813000;"Powiat olecki";4,8;5,2;8,7;2,0;2,4;4,1;
2813032;"Kowale Oleckie (2)";3,0;3,0;3,0;0,2;0,2;0,2;
2813043;"Olecko (3)";0,3;1,6;3,3;0,3;1,6;3,3;
2813044;"Olecko - miasto (4)";0,3;0,1;0,1;0,3;0,1;0,1;
2813045;"Olecko - obszar wiejski (5)";0,0;1,5;3,2;0,0;1,5;3,2;
2813052;"Świętajno (2)";1,5;0,6;2,4;1,5;0,6;0,6;
2814000;"Powiat olsztyński";296,3;292,4;287,2;119,0;118,1;117,5;
2814013;"Barczewo (3)";69,9;68,9;67,8;8,3;7,6;7,1;
2814014;"Barczewo - miasto (4)";8,3;7,6;7,1;8,3;7,6;7,1;
2814015;"Barczewo - obszar wiejski (5)";61,6;61,3;60,7;0,0;0,0;0,0;
2814023;"Biskupiec (3)";35,5;34,9;34,4;5,6;5,0;5,2;
2814024;"Biskupiec - miasto (4)";24,6;24,1;23,6;2,8;2,3;2,5;
2814025;"Biskupiec - obszar wiejski (5)";10,9;10,8;10,8;2,8;2,7;2,7;
2814033;"Dobre Miasto (3)";4,4;3,7;3,5;4,4;3,7;3,5;
2814034;"Dobre Miasto - miasto (4)";4,3;3,6;3,4;4,3;3,6;3,4;
2814035;"Dobre Miasto - obszar wiejski (5)";0,1;0,1;0,1;0,1;0,1;0,1;
2814042;"Dywity (2)";3,7;2,8;1,2;0,2;0,2;0,2;
2814052;"Gietrzwałd (2)";8,1;7,3;7,2;1,5;1,9;1,8;
2814063;"Jeziorany (3)";7,8;7,8;6,4;0,0;0,0;0,0;
2814064;"Jeziorany - miasto (4)";0,0;0,0;3,5;0,0;0,0;0,0;
2814065;"Jeziorany - obszar wiejski (5)";7,8;7,8;2,9;0,0;0,0;0,0;
2814072;"Jonkowo (2)";0,0;1,2;1,2;0,0;0,7;0,7;
2814093;"Olsztynek (3)";158,9;157,8;157,5;98,1;98,1;98,1;
2814094;"Olsztynek - miasto (4)";68,1;67,9;67,7;52,0;52,0;52,0;
2814095;"Olsztynek - obszar wiejski (5)";90,8;89,9;89,8;46,1;46,1;46,1;
2814102;"Purda (2)";3,0;3,0;3,0;0,9;0,9;0,9;
2814112;"Stawiguda (2)";5,0;5,0;5,0;0,0;0,0;0,0;
2815000;"Powiat ostródzki";42,5;45,1;44,8;14,9;16,3;17,8;
2815011;"Ostróda (1)";7,0;7,0;6,5;7,0;7,0;6,5;
2815022;"Dąbrówno (2)";1,0;1,0;0,0;0,0;0,0;0,0;
2815032;"Grunwald (2)";2,0;1,4;1,3;2,0;1,4;1,3;
2815042;"Łukta (2)";1,4;0,9;0,9;1,4;0,9;0,9;
2815052;"Małdyty (2)";12,3;11,8;11,4;0,0;0,0;0,0;
2815063;"Miłakowo (3)";0,8;1,6;1,6;0,8;0,8;0,8;
2815064;"Miłakowo - miasto (4)";0,8;0,8;0,8;0,8;0,8;0,8;
2815065;"Miłakowo - obszar wiejski (5)";0,0;0,8;0,8;0,0;0,0;0,0;
2815073;"Miłomłyn (3)";8,4;7,9;5,9;0,2;0,2;0,2;
2815074;"Miłomłyn - miasto (4)";7,7;7,2;5,2;0,2;0,2;0,2;
2815075;"Miłomłyn - obszar wiejski (5)";0,7;0,7;0,7;0,0;0,0;0,0;
2815083;"Morąg (3)";2,5;7,7;12,4;2,5;5,0;7,1;
2815084;"Morąg - miasto (4)";1,4;3,9;6,0;1,4;3,9;6,0;
2815085;"Morąg - obszar wiejski (5)";1,1;3,8;6,4;1,1;1,1;1,1;
2815092;"Ostróda (2)";7,1;5,8;4,8;1,0;1,0;1,0;
2816000;"Powiat piski";217,8;212,8;211,3;39,1;35,5;34,8;
2816013;"Biała Piska (3)";3,8;3,5;4,7;1,4;1,1;1,1;
2816014;"Biała Piska - miasto (4)";3,4;3,1;4,3;1,0;0,7;0,7;
2816015;"Biała Piska - obszar wiejski (5)";0,4;0,4;0,4;0,4;0,4;0,4;
2816023;"Orzysz (3)";27,9;25,3;24,6;27,9;25,3;24,6;
2816024;"Orzysz - miasto (4)";26,9;24,3;23,6;26,9;24,3;23,6;
2816025;"Orzysz - obszar wiejski (5)";1,0;1,0;1,0;1,0;1,0;1,0;
2816033;"Pisz (3)";176,3;174,9;172,9;0,0;0,0;0,0;
2816034;"Pisz - miasto (4)";135,0;133,8;131,8;0,0;0,0;0,0;
2816035;"Pisz - obszar wiejski (5)";41,3;41,1;41,1;0,0;0,0;0,0;
2816043;"Ruciane-Nida (3)";9,8;9,1;9,1;9,8;9,1;9,1;
2816044;"Ruciane-Nida - miasto (4)";6,5;6,1;6,1;6,5;6,1;6,1;
2816045;"Ruciane-Nida - obszar wiejski (5)";3,3;3,0;3,0;3,3;3,0;3,0;
2817000;"Powiat szczycieński";90,8;81,8;77,7;19,8;20,0;19,6;
2817011;"Szczytno (1)";9,8;9,2;8,9;5,8;5,2;5,2;
2817022;"Dźwierzuty (2)";10,0;10,0;10,0;7,0;7,0;7,0;
2817032;"Jedwabno (2)";1,3;1,3;1,3;1,1;1,1;1,1;
2817043;"Pasym (3)";48,1;41,1;38,1;2,9;4,9;4,9;
2817044;"Pasym - miasto (4)";47,7;40,9;35,8;2,9;4,9;4,9;
2817045;"Pasym - obszar wiejski (5)";0,4;0,2;2,3;0,0;0,0;0,0;
2817052;"Rozogi (2)";9,7;9,1;8,6;1,4;1,0;0,9;
2817062;"Szczytno (2)";9,7;8,9;8,6;1,6;0,8;0,5;
2817083;"Wielbark (3)";2,2;2,2;2,2;0,0;0,0;0,0;
2817084;"Wielbark - miasto (4)";2,2;2,2;2,2;0,0;0,0;0,0;
2818000;"Powiat gołdapski";32,2;29,6;29,1;7,7;5,1;4,6;
2818022;"Dubeninki (2)";4,1;4,1;4,1;2,0;2,0;2,0;
2818033;"Gołdap (3)";28,1;25,5;25,0;5,7;3,1;2,6;
2818034;"Gołdap - miasto (4)";28,1;25,5;25,0;5,7;3,1;2,6;
2819000;"Powiat węgorzewski";43,5;43,0;42,6;19,3;19,1;19,1;
2819012;"Budry (2)";14,5;14,5;14,5;2,1;2,1;2,1;
2819022;"Pozezdrze (2)";11,1;11,1;11,1;11,1;11,1;11,1;
2819033;"Węgorzewo (3)";17,9;17,4;17,0;6,1;5,9;5,9;
2819034;"Węgorzewo - miasto (4)";12,8;13,0;12,6;2,1;2,3;2,3;
2819035;"Węgorzewo - obszar wiejski (5)";5,1;4,4;4,4;4,0;3,6;3,6;
2861000;"Powiat m. Elbląg";67,9;66,9;63,6;4,5;6,3;6,7;
2861011;"Elbląg (1)";67,9;66,9;63,6;4,5;6,3;6,7;
2862000;"Powiat m. Olsztyn";32,4;35,1;35,2;32,4;35,1;35,2;
2862011;"Olsztyn (1)";32,4;35,1;35,2;32,4;35,1;35,2;
3000000;"WIELKOPOLSKIE";1343,8;1321,8;1310,3;606,8;499,5;482,8;
3001000;"Powiat chodzieski";30,4;29,3;28,6;15,9;15,6;14,6;
3001011;"Chodzież (1)";5,6;5,6;4,8;3,1;3,1;2,3;
3001022;"Budzyń (2)";1,7;;;1,7;;;
3001023;"Budzyń (3)";;1,7;1,9;;1,7;1,9;
3001024;"Budzyń - miasto (4)";;1,6;1,1;;1,6;1,1;
3001025;"Budzyń - obszar wiejski (5)";;0,1;0,8;;0,1;0,8;
3001032;"Chodzież (2)";9,1;9,1;9,0;9,1;9,1;9,0;
3001043;"Margonin (3)";9,1;9,1;9,3;0,8;0,8;0,7;
3001044;"Margonin - miasto (4)";9,0;9,0;9,3;0,7;0,7;0,7;
3001045;"Margonin - obszar wiejski (5)";0,1;0,1;0,0;0,1;0,1;0,0;
3001053;"Szamocin (3)";4,9;3,8;3,6;1,2;0,9;0,7;
3001054;"Szamocin - miasto (4)";4,1;3,3;3,1;0,5;0,4;0,2;
3001055;"Szamocin - obszar wiejski (5)";0,8;0,5;0,5;0,7;0,5;0,5;
3002000;"Powiat czarnkowsko-trzcianecki";206,0;201,3;201,6;160,3;157,7;156,4;
3002011;"Czarnków (1)";29,5;29,2;29,2;9,5;9,4;9,4;
3002022;"Czarnków (2)";9,8;11,3;14,0;0,2;0,2;0,2;
3002032;"Drawsko (2)";0,4;0,2;0,1;0,1;0,1;0,1;
3002043;"Krzyż Wielkopolski (3)";16,4;14,2;13,0;3,5;3,2;3,2;
3002044;"Krzyż Wielkopolski - miasto (4)";15,0;12,8;11,6;3,5;3,2;3,2;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";1,4;1,4;1,4;0,0;0,0;0,0;
3002052;"Lubasz (2)";0,3;0,3;1,1;0,3;0,3;1,1;
3002062;"Połajewo (2)";0,7;0,7;0,7;0,0;0,0;0,0;
3002073;"Trzcianka (3)";144,3;142,3;140,4;144,3;142,3;140,4;
3002074;"Trzcianka - miasto (4)";73,7;71,7;71,0;73,7;71,7;71,0;
3002075;"Trzcianka - obszar wiejski (5)";70,6;70,6;69,4;70,6;70,6;69,4;
3002083;"Wieleń (3)";4,6;3,1;3,1;2,4;2,2;2,0;
3002084;"Wieleń - miasto (4)";3,8;2,4;1,9;2,1;1,9;1,4;
3002085;"Wieleń - obszar wiejski (5)";0,8;0,7;1,2;0,3;0,3;0,6;
3003000;"Powiat gnieźnieński";78,2;72,0;77,1;17,6;16,8;15,9;
3003011;"Gniezno (1)";37,2;34,2;33,8;0,0;0,0;0,0;
3003023;"Czerniejewo (3)";2,2;2,2;4,0;1,1;1,1;1,1;
3003024;"Czerniejewo - miasto (4)";1,9;1,9;3,7;0,8;0,8;0,8;
3003025;"Czerniejewo - obszar wiejski (5)";0,3;0,3;0,3;0,3;0,3;0,3;
3003032;"Gniezno (2)";14,4;12,6;11,7;13,4;12,6;11,7;
3003062;"Łubowo (2)";0,8;0,8;0,6;0,0;0,0;0,0;
3003072;"Mieleszyn (2)";0,0;0,0;5,0;0,0;0,0;0,0;
3003082;"Niechanowo (2)";11,9;11,9;11,9;0,1;0,1;0,1;
3003093;"Trzemeszno (3)";8,6;7,2;7,0;0,0;0,0;0,0;
3003094;"Trzemeszno - miasto (4)";7,2;7,2;7,0;0,0;0,0;0,0;
3003095;"Trzemeszno - obszar wiejski (5)";1,4;0,0;0,0;0,0;0,0;0,0;
3003103;"Witkowo (3)";3,1;3,1;3,1;3,0;3,0;3,0;
3003104;"Witkowo - miasto (4)";2,7;2,7;2,7;2,6;2,6;2,6;
3003105;"Witkowo - obszar wiejski (5)";0,4;0,4;0,4;0,4;0,4;0,4;
3004000;"Powiat gostyński";16,4;9,9;8,1;1,8;1,3;1,0;
3004013;"Borek Wielkopolski (3)";0,5;0,0;0,0;0,5;0,0;0,0;
3004015;"Borek Wielkopolski - obszar wiejski (5)";0,5;0,0;0,0;0,5;0,0;0,0;
3004023;"Gostyń (3)";3,1;3,1;3,1;0,0;0,0;0,0;
3004024;"Gostyń - miasto (4)";2,5;2,5;2,5;0,0;0,0;0,0;
3004025;"Gostyń - obszar wiejski (5)";0,6;0,6;0,6;0,0;0,0;0,0;
3004033;"Krobia (3)";0,9;0,9;0,7;0,1;0,1;0,1;
3004035;"Krobia - obszar wiejski (5)";0,9;0,9;0,7;0,1;0,1;0,1;
3004042;"Pępowo (2)";0,6;0,4;0,4;0,0;0,4;0,4;
3004052;"Piaski (2)";2,2;2,0;1,8;0,7;0,5;0,2;
3004063;"Pogorzela (3)";2,2;2,0;1,8;0,5;0,3;0,3;
3004064;"Pogorzela - miasto (4)";1,1;0,9;0,7;0,4;0,2;0,2;
3004065;"Pogorzela - obszar wiejski (5)";1,1;1,1;1,1;0,1;0,1;0,1;
3004073;"Poniec (3)";6,9;1,5;0,3;0,0;0,0;0,0;
3004074;"Poniec - miasto (4)";6,9;1,5;0,3;0,0;0,0;0,0;
3005000;"Powiat grodziski";7,6;7,5;7,2;5,1;5,0;4,7;
3005023;"Grodzisk Wielkopolski (3)";3,1;3,0;2,9;3,1;3,0;2,9;
3005024;"Grodzisk Wielkopolski - miasto (4)";3,1;3,0;2,9;3,1;3,0;2,9;
3005043;"Rakoniewice (3)";4,0;4,0;3,8;2,0;2,0;1,8;
3005044;"Rakoniewice - miasto (4)";2,0;2,0;1,8;2,0;2,0;1,8;
3005045;"Rakoniewice - obszar wiejski (5)";2,0;2,0;2,0;0,0;0,0;0,0;
3005053;"Wielichowo (3)";0,5;0,5;0,5;0,0;0,0;0,0;
3005054;"Wielichowo - miasto (4)";0,5;0,5;0,5;0,0;0,0;0,0;
3006000;"Powiat jarociński";15,5;14,6;16,1;6,5;6,0;6,0;
3006013;"Jaraczewo (3)";2,4;1,5;1,5;2,4;1,5;1,5;
3006014;"Jaraczewo - miasto (4)";2,4;1,5;1,5;2,4;1,5;1,5;
3006023;"Jarocin (3)";13,1;13,1;14,6;4,1;4,5;4,5;
3006024;"Jarocin - miasto (4)";9,9;9,2;8,7;1,4;1,4;1,4;
3006025;"Jarocin - obszar wiejski (5)";3,2;3,9;5,9;2,7;3,1;3,1;
3007000;"Powiat kaliski";13,8;13,5;13,0;5,0;5,0;5,0;
3007012;"Blizanów (2)";1,9;1,9;1,9;0,0;0,0;0,0;
3007032;"Ceków-Kolonia (2)";3,4;2,9;2,6;0,0;0,0;0,0;
3007042;"Godziesze Wielkie (2)";0,0;0,2;0,0;0,0;0,0;0,0;
3007052;"Koźminek (2)";1,0;;;1,0;;;
3007053;"Koźminek (3)";;1,0;1,0;;1,0;1,0;
3007055;"Koźminek - obszar wiejski (5)";;1,0;1,0;;1,0;1,0;
3007093;"Stawiszyn (3)";7,5;7,5;7,5;4,0;4,0;4,0;
3007094;"Stawiszyn - miasto (4)";3,5;3,5;3,5;2,0;2,0;2,0;
3007095;"Stawiszyn - obszar wiejski (5)";4,0;4,0;4,0;2,0;2,0;2,0;
3008000;"Powiat kępiński";38,0;36,8;32,9;34,3;33,1;31,0;
3008012;"Baranów (2)";25,0;24,5;24,4;25,0;24,5;24,4;
3008022;"Bralin (2)";2,4;2,4;0,0;0,6;0,6;0,0;
3008033;"Kępno (3)";7,9;7,2;5,8;7,4;6,7;5,3;
3008034;"Kępno - miasto (4)";4,2;3,5;2,5;4,2;3,5;2,5;
3008035;"Kępno - obszar wiejski (5)";3,7;3,7;3,3;3,2;3,2;2,8;
