"Kod";"Nazwa";"liczba imprez;ogółem;2013;[-]";"liczba imprez;ogółem;2014;[-]";"liczba imprez;ogółem;2015;[-]";"liczba imprez;ogółem;2016;[-]";"liczba imprez;ogółem;2017;[-]";"liczba imprez;ogółem;2018;[-]";"liczba imprez;ogółem;2019;[-]";"liczba imprez;ogółem;2020;[-]";"liczba imprez;ogółem;2021;[-]";"liczba imprez;ogółem;2022;[-]";
1435000;"Powiat wyszkowski";5;4;6;6;6;8;6;0;2;1;
1435012;"Brańszczyk (2)";0;0;0;0;0;0;1;0;0;0;
1435022;"Długosiodło (2)";0;0;1;2;0;0;0;0;0;0;
1435032;"Rząśnik (2)";0;0;0;0;0;0;0;0;0;1;
1435053;"Wyszków (3)";5;4;5;4;5;8;5;0;2;0;
1435054;"Wyszków - miasto (4)";5;4;5;4;5;8;5;0;2;0;
1435062;"Zabrodzie (2)";0;0;0;0;1;0;0;0;0;0;
1436000;"Powiat zwoleński";0;0;0;0;0;0;0;0;2;2;
1436032;"Przyłęk (2)";0;0;0;0;0;0;0;0;2;2;
1437000;"Powiat żuromiński";1;1;0;1;1;1;1;0;0;1;
1437013;"Bieżuń (3)";0;1;0;0;0;0;0;0;0;0;
1437014;"Bieżuń - miasto (4)";0;1;0;0;0;0;0;0;0;0;
1437063;"Żuromin (3)";1;0;0;1;1;1;1;0;0;1;
1437064;"Żuromin - miasto (4)";1;0;0;1;1;1;1;0;0;1;
1438000;"Powiat żyrardowski";1;1;2;3;5;2;6;0;1;2;
1438011;"Żyrardów (1)";0;0;1;2;3;1;5;0;1;2;
1438023;"Mszczonów (3)";1;1;1;0;1;1;1;0;0;0;
1438024;"Mszczonów - miasto (4)";1;1;1;0;1;1;1;0;0;0;
1438052;"Wiskitki (2)";0;0;0;1;1;0;0;0;;;
1461000;"Powiat m. Ostrołęka";9;12;18;11;19;6;8;0;1;5;
1461011;"Ostrołęka (1)";9;12;18;11;19;6;8;0;1;5;
1462000;"Powiat m. Płock";74;71;72;86;78;78;95;16;61;69;
1462011;"Płock (1)";74;71;72;86;78;78;95;16;61;69;
1463000;"Powiat m. Radom";15;15;18;19;25;19;18;7;47;72;
1463011;"Radom (1)";15;15;18;19;25;19;18;7;47;72;
1464000;"Powiat m. Siedlce";8;11;9;11;15;45;26;4;1;3;
1464011;"Siedlce (1)";8;11;9;11;15;45;26;4;1;3;
1465000;"Powiat m. st. Warszawa";267;307;313;325;355;346;333;92;150;300;
1465011;"M.st.Warszawa od 2002 (1)";267;307;313;325;355;346;333;92;150;300;
1465108;"Śródmieście - dzielnica (8)";267;307;313;325;355;346;333;92;150;300;
1600000;"OPOLSKIE";128;158;129;150;207;224;217;52;105;152;
1601000;"Powiat brzeski";7;7;5;6;5;6;7;0;0;2;
1601011;"Brzeg (1)";3;3;1;2;1;2;2;0;0;1;
1601033;"Grodków (3)";2;2;2;2;2;2;2;0;0;0;
1601034;"Grodków - miasto (4)";2;2;2;2;2;2;2;0;0;0;
1601043;"Lewin Brzeski (3)";2;2;2;2;2;2;3;0;0;1;
1601044;"Lewin Brzeski - miasto (4)";2;2;2;2;2;2;3;0;0;1;
1602000;"Powiat głubczycki";0;3;0;1;0;0;0;0;1;2;
1602022;"Branice (2)";0;3;0;0;0;0;0;0;0;1;
1602033;"Głubczyce (3)";0;0;0;1;0;0;0;0;0;0;
1602034;"Głubczyce - miasto (4)";0;0;0;1;0;0;0;0;0;0;
1602043;"Kietrz (3)";0;0;0;0;0;0;0;0;1;1;
1602044;"Kietrz - miasto (4)";0;0;0;0;0;0;0;0;1;1;
1603000;"Powiat kędzierzyńsko-kozielski";15;22;10;12;10;12;22;23;23;27;
1603011;"Kędzierzyn-Koźle (1)";10;18;9;11;9;12;22;23;23;27;
1603042;"Pawłowiczki (2)";0;1;0;0;0;0;0;0;0;0;
1603052;"Polska Cerekiew (2)";1;3;1;1;1;0;0;0;0;0;
1603062;"Reńska Wieś (2)";4;0;0;0;0;0;0;0;0;0;
1604000;"Powiat kluczborski";29;27;37;39;35;31;24;6;8;9;
1604013;"Byczyna (3)";0;0;1;0;1;0;0;0;0;0;
1604014;"Byczyna - miasto (4)";0;0;1;0;1;0;0;0;0;0;
1604023;"Kluczbork (3)";1;1;11;18;15;13;15;6;8;9;
1604024;"Kluczbork - miasto (4)";1;1;11;18;15;13;15;6;8;9;
1604043;"Wołczyn (3)";28;26;25;21;19;18;9;0;0;0;
1604044;"Wołczyn - miasto (4)";28;26;25;21;19;18;9;0;0;0;
1605000;"Powiat krapkowicki";4;5;5;6;4;4;4;0;0;2;
1605013;"Gogolin (3)";3;1;2;1;1;1;1;0;0;0;
1605014;"Gogolin - miasto (4)";3;1;2;1;1;1;1;0;0;0;
1605023;"Krapkowice (3)";1;4;3;3;3;2;3;0;0;2;
1605024;"Krapkowice - miasto (4)";1;4;3;3;3;2;3;0;0;2;
1605053;"Zdzieszowice (3)";0;0;0;2;0;1;0;0;0;0;
1605054;"Zdzieszowice - miasto (4)";0;0;0;2;0;1;0;0;0;0;
1606000;"Powiat namysłowski";2;2;2;2;3;2;2;0;1;4;
1606023;"Namysłów (3)";1;1;1;1;2;1;1;0;0;3;
1606024;"Namysłów - miasto (4)";1;1;1;1;2;1;1;0;0;3;
1606042;"Świerczów (2)";1;1;1;1;1;1;1;0;1;1;
1607000;"Powiat nyski";5;6;4;9;28;28;18;5;14;8;
1607053;"Nysa (3)";5;6;4;8;26;25;16;5;13;7;
1607054;"Nysa - miasto (4)";5;6;4;8;26;25;16;5;13;7;
1607063;"Otmuchów (3)";0;0;0;0;0;1;1;0;1;1;
1607064;"Otmuchów - miasto (4)";0;0;0;0;0;1;1;0;1;1;
1607073;"Paczków (3)";0;0;0;1;2;2;1;0;0;0;
1607074;"Paczków - miasto (4)";0;0;0;1;2;2;1;0;0;0;
1608000;"Powiat oleski";0;0;0;0;0;0;2;0;0;1;
1608013;"Dobrodzień (3)";0;0;0;0;0;0;1;0;0;0;
1608014;"Dobrodzień - miasto (4)";0;0;0;0;0;0;1;0;0;0;
1608033;"Olesno (3)";0;0;0;0;0;0;1;0;0;1;
1608034;"Olesno - miasto (4)";0;0;0;0;0;0;1;0;0;1;
1609000;"Powiat opolski";0;2;0;0;1;2;2;0;0;0;
1609012;"Chrząstowice (2)";0;0;0;0;0;0;1;0;0;0;
1609083;"Ozimek (3)";0;1;0;0;0;0;0;0;0;0;
1609084;"Ozimek - miasto (4)";0;1;0;0;0;0;0;0;0;0;
1609092;"Popielów (2)";0;1;0;0;1;0;0;0;0;0;
1609112;"Tarnów Opolski (2)";0;0;0;0;0;1;1;0;0;0;
1609132;"Turawa (2)";0;0;0;0;0;1;0;0;0;0;
1610000;"Powiat prudnicki";4;3;4;4;5;6;7;0;1;2;
1610013;"Biała (3)";2;2;2;2;3;3;2;0;0;0;
1610014;"Biała - miasto (4)";2;2;2;2;3;3;2;0;0;0;
1610023;"Głogówek (3)";1;0;0;0;0;0;1;0;0;0;
1610024;"Głogówek - miasto (4)";1;0;0;0;0;0;1;0;0;0;
1610043;"Prudnik (3)";1;1;2;2;2;3;4;0;1;2;
1610044;"Prudnik - miasto (4)";1;1;2;2;2;3;4;0;1;2;
1611000;"Powiat strzelecki";2;2;3;5;3;3;4;0;0;2;
1611043;"Leśnica (3)";0;0;0;1;2;0;0;0;0;0;
1611044;"Leśnica - miasto (4)";0;0;0;1;2;0;0;0;0;0;
1611053;"Strzelce Opolskie (3)";0;0;0;0;0;2;3;0;0;2;
1611054;"Strzelce Opolskie - miasto (4)";0;0;0;0;0;2;3;0;0;2;
1611063;"Ujazd (3)";2;2;2;3;0;0;0;0;0;0;
1611064;"Ujazd - miasto (4)";2;2;2;3;0;0;0;0;0;0;
1611073;"Zawadzkie (3)";0;0;1;1;1;1;1;0;0;0;
1611074;"Zawadzkie - miasto (4)";0;0;1;1;1;1;1;0;0;0;
1661000;"Powiat m. Opole";60;79;59;66;113;130;125;18;57;93;
1661011;"Opole (1)";60;79;59;66;113;130;125;18;57;93;
1800000;"PODKARPACKIE";294;411;351;322;302;302;275;61;128;215;
1801000;"Powiat bieszczadzki";0;0;0;6;4;5;3;0;0;2;
1801052;"Lutowiska (2)";0;0;0;0;0;0;2;0;0;0;
1801083;"Ustrzyki Dolne (3)";0;0;0;6;4;5;1;0;0;2;
1801084;"Ustrzyki Dolne - miasto (4)";0;0;0;6;4;5;1;0;0;2;
1802000;"Powiat brzozowski";0;1;1;1;2;1;2;0;0;1;
1802013;"Brzozów (3)";0;0;0;0;0;0;1;0;0;0;
1802014;"Brzozów - miasto (4)";0;0;0;0;0;0;1;0;0;0;
1802022;"Domaradz (2)";0;0;0;0;1;0;0;0;0;0;
1802042;"Haczów (2)";0;1;1;1;1;1;1;0;0;1;
1803000;"Powiat dębicki";6;6;7;10;7;11;7;2;0;1;
1803011;"Dębica (1)";3;2;4;4;2;6;2;1;0;1;
1803023;"Brzostek (3)";0;0;0;1;1;2;1;0;0;0;
1803024;"Brzostek - miasto (4)";0;0;0;1;1;2;1;0;0;0;
1803032;"Czarna (2)";0;0;0;0;2;1;1;1;0;0;
1803052;"Jodłowa (2)";0;0;0;0;0;1;0;0;0;0;
1803063;"Pilzno (3)";2;3;2;3;1;1;2;0;0;0;
1803064;"Pilzno - miasto (4)";2;3;2;3;1;1;2;0;0;0;
1803072;"Żyraków (2)";1;1;1;2;1;0;1;0;0;0;
1804000;"Powiat jarosławski";8;17;12;9;16;14;17;5;1;3;
1804011;"Jarosław (1)";3;12;10;7;12;11;13;5;1;1;
1804021;"Radymno (1)";2;2;0;0;2;1;1;0;0;0;
1804052;"Laszki (2)";1;0;0;0;0;0;0;0;0;0;
1804112;"Wiązownica (2)";2;3;2;2;2;2;3;0;0;2;
1805000;"Powiat jasielski";11;13;15;11;11;7;9;0;3;10;
1805011;"Jasło (1)";4;3;3;1;1;1;2;0;0;4;
1805022;"Brzyska (2)";1;1;1;1;2;1;1;0;0;1;
1805032;"Dębowiec (2)";0;0;0;0;0;0;1;0;0;2;
1805053;"Kołaczyce (3)";3;4;6;5;4;1;0;0;0;0;
1805054;"Kołaczyce - miasto (4)";3;4;6;5;4;1;0;0;0;0;
1805072;"Nowy Żmigród (2)";0;1;1;1;1;1;2;0;1;0;
1805082;"Osiek Jasielski (2)";1;1;1;1;1;1;1;0;1;1;
1805092;"Skołyszyn (2)";1;2;1;1;1;1;1;0;1;1;
1805112;"Tarnowiec (2)";1;1;2;1;1;1;1;0;0;1;
1806000;"Powiat kolbuszowski";2;1;1;2;3;1;2;0;0;2;
1806012;"Cmolas (2)";2;1;1;1;1;0;0;0;0;0;
1806023;"Kolbuszowa (3)";0;0;0;1;2;1;2;0;0;2;
1806024;"Kolbuszowa - miasto (4)";0;0;0;1;2;1;2;0;0;2;
1807000;"Powiat krośnieński";3;2;4;5;4;5;7;0;2;5;
1807023;"Dukla (3)";1;1;2;2;1;1;2;0;0;1;
1807024;"Dukla - miasto (4)";1;1;2;2;1;1;2;0;0;1;
1807033;"Iwonicz-Zdrój (3)";1;0;0;0;0;0;0;0;0;0;
1807034;"Iwonicz-Zdrój - miasto (4)";1;0;0;0;0;0;0;0;0;0;
1807043;"Jedlicze (3)";1;1;1;1;1;1;2;0;0;1;
1807044;"Jedlicze - miasto (4)";1;1;1;1;1;1;2;0;0;1;
1807072;"Miejsce Piastowe (2)";0;0;0;0;0;0;1;0;1;2;
1807083;"Rymanów (3)";0;0;1;2;2;3;2;0;1;1;
1807084;"Rymanów - miasto (4)";0;0;1;2;2;3;2;0;1;1;
1808000;"Powiat leżajski";1;3;2;2;4;4;4;0;0;1;
1808011;"Leżajsk (1)";1;2;1;1;2;2;2;0;0;1;
1808022;"Grodzisko Dolne (2)";0;0;0;0;0;1;1;0;0;0;
1808053;"Nowa Sarzyna (3)";0;1;1;1;2;1;1;0;0;0;
1808054;"Nowa Sarzyna - miasto (4)";0;1;1;1;2;1;1;0;0;0;
1809000;"Powiat lubaczowski";2;3;8;6;5;4;4;0;2;2;
1809011;"Lubaczów (1)";0;1;1;3;3;2;2;0;1;1;
1809023;"Cieszanów (3)";1;1;1;2;1;1;1;0;1;1;
1809024;"Cieszanów - miasto (4)";1;1;1;2;1;1;1;0;1;1;
1809063;"Oleszyce (3)";1;1;6;1;1;1;1;0;0;0;
1809064;"Oleszyce - miasto (4)";1;1;6;1;1;1;1;0;0;0;
1810000;"Powiat łańcucki";3;4;4;4;6;4;1;1;6;1;
1810011;"Łańcut (1)";2;2;3;2;3;2;1;1;6;1;
1810022;"Białobrzegi (2)";0;0;0;1;1;0;0;0;0;0;
1810062;"Rakszawa (2)";1;1;1;1;2;2;0;0;0;0;
1810072;"Żołynia (2)";0;1;0;0;0;0;0;0;0;0;
1811000;"Powiat mielecki";17;47;54;30;29;32;30;7;10;19;
1811011;"Mielec (1)";6;35;45;24;22;27;29;7;10;18;
1811042;"Gawłuszowice (2)";0;0;0;0;0;0;0;0;0;1;
1811062;"Padew Narodowa (2)";4;3;3;0;0;0;0;0;0;0;
1811073;"Przecław (3)";0;1;0;0;0;0;0;0;0;0;
1811074;"Przecław - miasto (4)";0;1;0;0;0;0;0;0;0;0;
1811083;"Radomyśl Wielki (3)";7;8;6;6;7;5;1;0;0;0;
1811084;"Radomyśl Wielki - miasto (4)";7;8;6;6;7;5;1;0;0;0;
1812000;"Powiat niżański";8;8;11;11;13;11;8;0;0;7;
1812012;"Harasiuki (2)";1;1;1;1;1;1;2;0;0;1;
1812022;"Jarocin (2)";1;1;1;1;1;2;2;0;0;1;
1812032;"Jeżowe (2)";1;1;4;4;6;2;1;0;0;1;
1812042;"Krzeszów (2)";2;2;2;1;2;2;1;0;0;1;
1812053;"Nisko (3)";1;1;1;1;1;1;1;0;0;1;
1812054;"Nisko - miasto (4)";1;1;1;1;1;1;1;0;0;1;
1812063;"Rudnik nad Sanem (3)";1;1;1;1;1;1;0;0;0;1;
1812064;"Rudnik nad Sanem - miasto (4)";1;1;1;1;1;1;0;0;0;1;
1812073;"Ulanów (3)";1;1;1;2;1;2;1;0;0;1;
1812074;"Ulanów - miasto (4)";1;1;1;2;1;2;1;0;0;1;
1813000;"Powiat przemyski";0;0;0;0;1;0;0;0;0;0;
1813072;"Orły (2)";0;0;0;0;1;0;0;0;0;0;
1814000;"Powiat przeworski";1;2;3;3;3;4;5;0;0;1;
1814011;"Przeworsk (1)";0;0;1;1;1;1;2;0;0;1;
1814042;"Jawornik Polski (2)";0;1;0;0;0;0;0;0;0;0;
1814053;"Kańczuga (3)";1;1;1;1;1;1;1;0;0;0;
1814054;"Kańczuga - miasto (4)";1;1;1;1;1;1;1;0;0;0;
1814082;"Tryńcza (2)";0;0;1;1;1;1;1;0;0;0;
1814092;"Zarzecze (2)";0;0;0;0;0;1;1;0;0;0;
1815000;"Powiat ropczycko-sędziszowski";9;6;7;5;5;6;6;0;0;4;
1815022;"Ostrów (2)";4;2;2;1;2;2;1;0;0;1;
1815033;"Ropczyce (3)";3;2;3;2;1;2;3;0;0;1;
1815034;"Ropczyce - miasto (4)";3;2;3;2;1;2;3;0;0;1;
1815043;"Sędziszów Małopolski (3)";2;2;2;2;2;2;2;0;0;2;
1815044;"Sędziszów Małopolski - miasto (4)";2;2;2;2;2;2;2;0;0;2;
1816000;"Powiat rzeszowski";17;18;10;7;6;7;7;0;4;2;
1816011;"Dynów (1)";1;1;1;1;1;1;1;0;1;0;
1816023;"Błażowa (3)";4;4;5;0;0;0;0;0;0;0;
1816024;"Błażowa - miasto (4)";4;4;5;0;0;0;0;0;0;0;
1816063;"Głogów Małopolski (3)";1;1;0;1;1;1;2;0;2;1;
1816064;"Głogów Małopolski - miasto (4)";1;1;0;1;1;1;2;0;2;1;
1816082;"Kamień (2)";3;1;0;0;1;0;0;0;0;0;
1816092;"Krasne (2)";0;0;0;1;0;0;0;0;0;0;
1816102;"Lubenia (2)";6;0;0;0;0;0;0;0;0;0;
1816113;"Sokołów Małopolski (3)";2;2;2;1;1;1;1;0;1;1;
1816114;"Sokołów Małopolski - miasto (4)";2;2;2;1;1;1;1;0;1;1;
1816122;"Świlcza (2)";0;9;2;1;1;1;0;0;0;0;
1816132;"Trzebownisko (2)";0;0;0;2;1;3;3;0;0;0;
1817000;"Powiat sanocki";10;47;47;11;11;5;5;0;1;2;
1817011;"Sanok (1)";3;37;39;11;11;5;5;0;1;2;
1817042;"Komańcza (2)";7;10;8;0;0;0;0;0;0;0;
1818000;"Powiat stalowowolski";15;19;23;23;19;7;9;0;9;20;
1818011;"Stalowa Wola (1)";12;16;21;20;17;3;5;0;9;19;
1818022;"Bojanów (2)";1;1;1;1;1;1;1;0;0;0;
1818032;"Pysznica (2)";2;1;1;1;1;2;1;0;0;0;
1818042;"Radomyśl nad Sanem (2)";0;1;0;0;0;0;0;0;0;0;
1818062;"Zaleszany (2)";0;0;0;1;0;1;2;0;0;1;
1819000;"Powiat strzyżowski";0;0;1;0;0;1;0;0;0;0;
1819022;"Frysztak (2)";0;0;1;0;0;0;0;0;0;0;
1819043;"Strzyżów (3)";0;0;0;0;0;1;0;0;0;0;
1819044;"Strzyżów - miasto (4)";0;0;0;0;0;1;0;0;0;0;
1820000;"Powiat tarnobrzeski";11;1;1;3;2;2;4;0;0;0;
1820013;"Baranów Sandomierski (3)";2;1;0;1;1;1;1;0;0;0;
1820014;"Baranów Sandomierski - miasto (4)";2;1;0;1;1;1;1;0;0;0;
1820022;"Gorzyce (2)";0;0;1;2;1;1;1;0;0;0;
1820032;"Grębów (2)";9;0;0;0;0;0;0;0;0;0;
1820043;"Nowa Dęba (3)";0;0;0;0;0;0;2;0;0;0;
1820044;"Nowa Dęba - miasto (4)";0;0;0;0;0;0;2;0;0;0;
1821000;"Powiat leski";1;1;1;1;1;2;2;0;1;3;
1821022;"Cisna (2)";0;0;0;0;0;0;1;0;0;2;
1821033;"Lesko (3)";1;1;1;1;1;2;1;0;1;1;
1821034;"Lesko - miasto (4)";1;1;1;1;1;2;1;0;1;1;
1861000;"Powiat m. Krosno";60;55;49;49;49;46;44;7;21;30;
1861011;"Krosno (1)";60;55;49;49;49;46;44;7;21;30;
1862000;"Powiat m. Przemyśl";30;27;5;13;5;7;11;2;0;1;
1862011;"Przemyśl (1)";30;27;5;13;5;7;11;2;0;1;
1863000;"Powiat m. Rzeszów";35;87;52;66;52;72;71;35;67;96;
1863011;"Rzeszów (1)";35;87;52;66;52;72;71;35;67;96;
1864000;"Powiat m. Tarnobrzeg";44;43;33;44;44;44;17;2;1;2;
1864011;"Tarnobrzeg (1)";44;43;33;44;44;44;17;2;1;2;
2000000;"PODLASKIE";183;202;208;193;187;188;176;31;43;102;
2001000;"Powiat augustowski";6;13;9;8;9;8;7;0;1;9;
2001011;"Augustów (1)";5;13;8;7;8;7;7;0;1;9;
2001043;"Lipsk (3)";0;0;1;1;1;1;0;0;0;0;
2001044;"Lipsk - miasto (4)";0;0;1;1;1;1;0;0;0;0;
2001062;"Płaska (2)";1;0;0;0;0;0;0;0;0;0;
2002000;"Powiat białostocki";13;8;11;11;11;11;15;0;0;8;
2002013;"Choroszcz (3)";1;1;1;1;1;1;1;0;0;0;
2002014;"Choroszcz - miasto (4)";1;1;1;1;1;1;1;0;0;0;
2002023;"Czarna Białostocka (3)";3;1;0;0;0;0;0;0;0;0;
2002024;"Czarna Białostocka - miasto (4)";3;1;0;0;0;0;0;0;0;0;
2002032;"Dobrzyniewo Duże (2)";0;0;0;0;0;0;1;0;0;1;
2002042;"Gródek (2)";2;2;2;2;2;2;2;0;0;3;
2002052;"Juchnowiec Kościelny (2)";0;0;0;0;0;0;1;0;0;0;
2002063;"Łapy (3)";0;0;0;1;1;1;1;0;0;1;
2002064;"Łapy - miasto (4)";0;0;0;1;1;1;1;0;0;1;
2002073;"Michałowo (3)";2;2;2;2;2;2;3;0;0;2;
2002074;"Michałowo - miasto (4)";2;2;2;2;2;2;3;0;0;2;
2002093;"Supraśl (3)";3;0;1;2;3;3;2;0;0;0;
2002094;"Supraśl - miasto (4)";3;0;1;2;3;3;2;0;0;0;
2002112;"Turośń Kościelna (2)";0;0;0;0;0;0;1;0;0;0;
2002123;"Tykocin (3)";0;0;3;0;0;0;1;0;0;0;
2002124;"Tykocin - miasto (4)";0;0;3;0;0;0;1;0;0;0;
2002133;"Wasilków (3)";1;1;1;2;1;1;1;0;0;0;
2002134;"Wasilków - miasto (4)";1;1;1;2;1;1;1;0;0;0;
2002143;"Zabłudów (3)";1;1;1;1;1;1;1;0;0;1;
2002144;"Zabłudów - miasto (4)";1;1;1;1;1;1;1;0;0;1;
2003000;"Powiat bielski";3;3;3;2;2;2;5;0;0;1;
2003011;"Bielsk Podlaski (1)";3;3;3;2;2;2;3;0;0;1;
2003021;"Brańsk (1)";0;0;0;0;0;0;1;0;0;0;
2003062;"Orla (2)";0;0;0;0;0;0;1;0;0;0;
2004000;"Powiat grajewski";12;15;12;9;14;10;8;0;0;3;
2004011;"Grajewo (1)";9;11;8;4;9;6;4;0;0;3;
2004032;"Radziłów (2)";0;0;1;1;1;1;0;0;0;0;
2004043;"Rajgród (3)";0;0;0;1;1;1;1;0;0;0;
2004044;"Rajgród - miasto (4)";0;0;0;1;1;1;1;0;0;0;
2004053;"Szczuczyn (3)";2;3;2;2;2;1;2;0;0;0;
2004054;"Szczuczyn - miasto (4)";2;3;2;2;2;1;2;0;0;0;
2004062;"Wąsosz (2)";1;1;1;1;1;1;1;0;0;0;
2005000;"Powiat hajnowski";5;5;4;3;5;5;3;0;0;0;
2005011;"Hajnówka (1)";3;3;2;2;3;3;2;0;0;0;
2005022;"Białowieża (2)";1;1;1;0;1;1;0;0;0;0;
2005052;"Dubicze Cerkiewne (2)";1;1;1;1;1;1;1;0;0;0;
2006000;"Powiat kolneński";3;1;0;0;0;0;1;0;0;0;
2006011;"Kolno (1)";0;0;0;0;0;0;1;0;0;0;
2006022;"Grabowo (2)";2;1;0;0;0;0;0;0;0;0;
2006053;"Stawiski (3)";1;0;0;0;0;0;0;0;0;0;
2006054;"Stawiski - miasto (4)";1;0;0;0;0;0;0;0;0;0;
2007000;"Powiat łomżyński";0;15;14;0;3;2;3;0;0;3;
2007043;"Nowogród (3)";0;15;14;0;3;2;2;0;0;3;
2007044;"Nowogród - miasto (4)";0;15;14;0;3;2;2;0;0;3;
2007052;"Piątnica (2)";0;0;0;0;0;0;1;0;0;0;
2008000;"Powiat moniecki";3;2;2;7;2;2;2;0;1;1;
2008013;"Goniądz (3)";1;1;1;1;1;1;1;0;1;1;
2008014;"Goniądz - miasto (4)";1;1;1;1;1;1;1;0;1;1;
2008032;"Jaświły (2)";0;0;0;5;0;0;0;0;0;0;
2008063;"Mońki (3)";2;1;1;1;1;1;1;0;0;0;
2008064;"Mońki - miasto (4)";2;1;1;1;1;1;1;0;0;0;
2009000;"Powiat sejneński";1;2;3;4;4;2;2;0;0;1;
2009011;"Sejny (1)";1;1;2;2;1;1;1;0;0;0;
2009022;"Giby (2)";0;0;0;1;2;0;0;0;0;0;
2009032;"Krasnopol (2)";0;1;1;1;1;1;1;0;0;1;
2010000;"Powiat siemiatycki";16;17;14;17;16;14;12;0;0;5;
2010011;"Siemiatycze (1)";7;6;5;6;5;4;4;0;0;2;
2010023;"Drohiczyn (3)";4;4;5;5;5;5;3;0;0;1;
2010024;"Drohiczyn - miasto (4)";4;4;5;5;5;5;3;0;0;1;
2010032;"Dziadkowice (2)";0;0;0;0;0;0;1;0;0;0;
2010042;"Grodzisk (2)";0;1;1;1;1;1;1;0;0;1;
2010052;"Mielnik (2)";3;3;2;3;3;2;2;0;0;1;
2010062;"Milejczyce (2)";1;1;0;1;1;1;0;0;0;0;
2010072;"Nurzec-Stacja (2)";1;1;1;1;1;1;1;0;0;0;
2010082;"Perlejewo (2)";0;1;0;0;0;0;0;0;0;0;
2011000;"Powiat sokólski";6;6;8;7;7;7;7;0;1;2;
2011013;"Dąbrowa Białostocka (3)";0;0;0;0;0;1;2;0;1;1;
2011014;"Dąbrowa Białostocka - miasto (4)";0;0;0;0;0;1;2;0;1;1;
2011032;"Korycin (2)";1;1;1;1;1;1;1;0;0;0;
2011062;"Nowy Dwór (2)";0;0;0;0;0;1;0;0;0;0;
2011083;"Sokółka (3)";4;4;6;5;4;3;3;0;0;1;
2011084;"Sokółka - miasto (4)";4;4;6;5;4;3;3;0;0;1;
2011093;"Suchowola (3)";1;1;1;1;2;1;1;0;0;0;
2011094;"Suchowola - miasto (4)";1;1;1;1;2;1;1;0;0;0;
2012000;"Powiat suwalski";8;7;4;6;7;7;6;0;1;5;
2012012;"Bakałarzewo (2)";2;2;1;1;1;1;1;0;0;1;
2012022;"Filipów (2)";3;2;1;1;1;1;1;0;0;2;
2012032;"Jeleniewo (2)";1;1;0;0;1;1;0;0;0;0;
2012042;"Przerośl (2)";1;1;1;1;1;1;1;0;0;1;
2012082;"Szypliszki (2)";1;1;1;3;3;3;3;0;1;1;
2013000;"Powiat wysokomazowiecki";5;5;4;5;4;4;4;0;0;1;
2013011;"Wysokie Mazowieckie (1)";3;3;3;3;2;2;2;0;0;0;
2013023;"Ciechanowiec (3)";1;1;0;1;1;1;1;0;0;0;
2013024;"Ciechanowiec - miasto (4)";1;1;0;1;1;1;1;0;0;0;
2013033;"Czyżew (3)";1;1;1;1;1;1;1;0;0;1;
2013034;"Czyżew - miasto (4)";1;1;1;1;1;1;1;0;0;1;
2014000;"Powiat zambrowski";3;3;12;3;4;6;2;0;0;1;
2014011;"Zambrów (1)";3;3;12;2;3;5;1;0;0;1;
2014042;"Szumowo (2)";0;0;0;1;1;1;1;0;0;0;
2061000;"Powiat m. Białystok";45;46;54;54;46;51;48;18;25;34;
2061011;"Białystok (1)";45;46;54;54;46;51;48;18;25;34;
2062000;"Powiat m. Łomża";11;3;5;9;6;9;9;2;2;3;
2062011;"Łomża (1)";11;3;5;9;6;9;9;2;2;3;
2063000;"Powiat m. Suwałki";43;51;49;48;47;48;42;11;12;25;
2063011;"Suwałki (1)";43;51;49;48;47;48;42;11;12;25;
2200000;"POMORSKIE";443;356;386;380;411;430;481;101;230;334;
2201000;"Powiat bytowski";22;13;18;24;30;24;25;1;7;2;
2201023;"Bytów (3)";20;13;18;23;26;21;24;1;7;2;
2201024;"Bytów - miasto (4)";20;13;18;23;26;21;24;1;7;2;
2201052;"Lipnica (2)";2;0;0;0;2;2;0;0;0;0;
2201063;"Miastko (3)";0;0;0;1;1;0;0;0;0;0;
2201064;"Miastko - miasto (4)";0;0;0;1;1;0;0;0;0;0;
2201082;"Studzienice (2)";0;0;0;0;1;1;1;0;0;0;
2202000;"Powiat chojnicki";45;43;58;47;44;47;46;6;9;31;
2202011;"Chojnice (1)";42;40;53;40;40;42;45;6;6;24;
2202023;"Brusy (3)";1;1;1;2;1;1;1;0;0;1;
2202024;"Brusy - miasto (4)";1;1;1;2;1;1;1;0;0;1;
2202043;"Czersk (3)";2;2;4;5;3;4;0;0;3;6;
2202044;"Czersk - miasto (4)";2;2;4;5;3;4;0;0;3;6;
2203000;"Powiat człuchowski";9;2;2;2;2;4;6;0;3;4;
2203011;"Człuchów (1)";1;1;2;2;2;4;5;0;3;3;
2203023;"Czarne (3)";0;0;0;0;0;0;1;0;0;0;
2203024;"Czarne - miasto (4)";0;0;0;0;0;0;1;0;0;0;
2203043;"Debrzno (3)";8;0;0;0;0;0;0;0;0;1;
2203044;"Debrzno - miasto (4)";8;0;0;0;0;0;0;0;0;1;
2203062;"Przechlewo (2)";0;1;0;0;0;0;0;0;0;0;
2204000;"Powiat gdański";3;3;3;2;2;2;2;0;0;2;
2204011;"Pruszcz Gdański (1)";2;2;2;2;2;2;1;0;0;1;
2204032;"Kolbudy (2)";1;1;0;0;0;0;1;0;0;0;
